"","STATE","COUNTY","CITY","ADDRESS","DATE","LAT","LON"
"18073","OKLAHOMA","MARSHALL","KINGSTON","1202 DUNCAN S",2004-12-17,33.998011,-96.718551
"18074","OKLAHOMA","MARSHALL","KINGSTON","1718 YOST E RD",2003-05-16,33.998011,-96.718551
"18075","OKLAHOMA","MARSHALL","KINGSTON","21500 B CHARTER OAK E RD",2001-05-31,33.998011,-96.718551
"18076","OKLAHOMA","MARSHALL","KINGSTON","403 CREEK W",2006-03-24,33.998011,-96.718551
"18077","OKLAHOMA","MARSHALL","KINGSTON","408 2ND E ST",2005-08-19,33.998011,-96.718551
"18078","OKLAHOMA","MARSHALL","OAK BROOK","1589 PIN OAK ST 17",2004-03-24,30.463411,-91.068142
"18079","OKLAHOMA","MAYES","ADAIR","1106 GAYE ST",2004-03-03,36.43748,-95.274862
"18080","OKLAHOMA","MAYES","ADAIR","1864 TWIN OAK ST",2004-04-14,36.43748,-95.274862
"18081","OKLAHOMA","MAYES","ADAIR","205 MAYTUBBY N",2003-05-14,36.43748,-95.274862
"18082","OKLAHOMA","MAYES","ADAIR","206 MAYTUBBY S",2003-09-03,36.43748,-95.274862
"18083","OKLAHOMA","MAYES","CHOUTEAU","103 GUNTER E",2003-07-11,36.187179,-95.342537
"18084","OKLAHOMA","MAYES","LANGLEY","4005 WEST 380 ROAD",2002-08-30,36.471552,-95.047127
"18085","OKLAHOMA","MAYES","LOCUST GROVE","109 NORTH HOWEY STREET",2003-08-25,36.199842,-95.168866
"18086","OKLAHOMA","MAYES","LOCUST GROVE","603 EAST 8TH STREET",2006-03-15,36.199842,-95.168866
"18087","OKLAHOMA","MAYES","PRYOR","318 MAGNOLIA",2002-01-19,36.288762,-95.322672
"18088","OKLAHOMA","MAYES","PRYOR","34203 SOUTH 4505 ROAD",2001-12-26,36.294781,-95.31913
"18089","OKLAHOMA","MAYES","PRYOR","405 RADCLIFF E",2011-03-05,36.294781,-95.31913
"18090","OKLAHOMA","MAYES","PRYOR","407 MAYS ST",2003-05-21,36.313846,-95.320966
"18091","OKLAHOMA","MAYES","PRYOR","638 EAST PAWNEE AVENUE",2002-07-26,36.294781,-95.31913
"18092","OKLAHOMA","MAYES","SALINA","305 DELAWARE S ST",2003-01-24,36.292418,-95.152012
"18093","OKLAHOMA","MAYES","VINITA","28 COTTON WOOD ST",2002-01-21,36.638762,-95.154437
"18094","OKLAHOMA","MCCLAIN","BLANCHARD","210 WHITAKER N ST",2000-07-22,35.138904,-97.654621
"18095","OKLAHOMA","MCCLAIN","BLANCHARD","245 NORTH 438 ROAD",2001-01-15,35.138904,-97.654621
"18096","OKLAHOMA","MCCLAIN","BLANCHARD","5525 SOUTH 427",2001-03-07,35.138904,-97.654621
"18097","OKLAHOMA","MCCLAIN","COLE","710 SALTWELL N ST",2001-03-11,35.102394,-97.568848
"18098","OKLAHOMA","MCCLAIN","MAYSVILLE","207 COLVARD W ST",2003-12-01,34.8172,-97.40552
"18099","OKLAHOMA","MCCLAIN","NEWCASTLE","444414 CENTERLANE DR",2002-05-07,35.256031,-97.600172
"18100","OKLAHOMA","MCCLAIN","PURCELL","1045 HAMOND HEIGHTS",2004-02-22,35.012961,-97.362662
"18101","OKLAHOMA","MCCURTAIN","BROKEN ARROW","223 MAIN N ST 3",2001-11-13,36.051178,-95.790804
"18102","OKLAHOMA","MCCURTAIN","BROKEN BOW","109 MINOR CIRCLE",2004-09-22,34.033233,-94.73029
"18103","OKLAHOMA","MCCURTAIN","BROKEN BOW","110 BLANCHARD",2002-07-19,34.026376,-94.73894
"18104","OKLAHOMA","MCCURTAIN","BROKEN BOW","401 HUFFMAN RD",2003-06-17,34.024733,-94.732347
"18105","OKLAHOMA","MCCURTAIN","BROKEN BOW","409 1/2 PARK N DR",2008-04-23,34.026376,-94.73894
"18106","OKLAHOMA","MCCURTAIN","BROKEN BOW","519 BRULE W ST",2001-11-13,34.026376,-94.73894
"18107","OKLAHOMA","MCCURTAIN","BROKEN BOW","704 DIERKS",2005-03-17,34.032284,-94.734649
"18108","OKLAHOMA","MCCURTAIN","BROKEN BOW","901 DIERKS N",2005-10-12,34.033881,-94.734636
"18109","OKLAHOMA","MCCURTAIN","BROKEN BOW","GIBSON RD 107",2011-09-22,34.01015,-94.730978
"18110","OKLAHOMA","MCCURTAIN","EAGLETOWN","11 VAUGHN DRIVE",2004-08-09,34.033983,-94.574819
"18111","OKLAHOMA","MCCURTAIN","EAGLETOWN","702 CHOCTAW W",2003-10-07,34.033983,-94.574819
"18112","OKLAHOMA","MCCURTAIN","HAWORTH","299 CAMP ST",2002-10-07,33.844672,-94.65616
"18113","OKLAHOMA","MCCURTAIN","IDABEL","403 OAK STREET",2004-07-13,33.846582,-94.655858
"18114","OKLAHOMA","MCCURTAIN","IDABEL","5 PARK SE DR",2011-03-30,33.894995,-94.825128
"18115","OKLAHOMA","MCCURTAIN","MILLERTON","5 PARLE SE DR",2002-03-06,33.98514,-95.013948
"18116","OKLAHOMA","MCCURTAIN","RINGOLD","14 CENTRAL N",2004-10-17,34.188499,-95.066399
"18117","OKLAHOMA","MCCURTAIN","RINGOLD","1604 HERRON ST",2006-06-01,34.188499,-95.066399
"18118","OKLAHOMA","MUSKOGEE","FORT GIBSON","102 2ND STREET",2009-06-28,35.798565,-95.247251
"18119","OKLAHOMA","MUSKOGEE","HASKELL","317 JACKSON N ST",2009-09-29,35.820274,-95.67375
"18120","OKLAHOMA","MUSKOGEE","HASKELL","405 WEST MAPLE STREET",2002-09-18,35.820274,-95.67375
"18121","OKLAHOMA","MUSKOGEE","MUSKOGEE","1000 23RD S",2009-09-21,35.743823,-95.392745
"18122","OKLAHOMA","MUSKOGEE","MUSKOGEE","10750 WEST 43RD SOUTH STREET",2011-01-25,35.747864,-95.369421
"18123","OKLAHOMA","MUSKOGEE","MUSKOGEE","1107 EAST PIERCE STREET",2001-05-07,35.747864,-95.369421
"18124","OKLAHOMA","MUSKOGEE","MUSKOGEE","1108 WOOD ST",2005-03-08,35.732348,-95.360454
"18125","OKLAHOMA","MUSKOGEE","MUSKOGEE","1120 FITE STREET",2010-10-11,35.726978,-95.359608
"18126","OKLAHOMA","MUSKOGEE","MUSKOGEE","1203 EAST BROADWAY STREET",2010-02-17,35.743669,-95.354006
"18127","OKLAHOMA","MUSKOGEE","MUSKOGEE","1206 EAST AUGUSTA STREET",2010-01-22,35.733317,-95.358274
"18128","OKLAHOMA","MUSKOGEE","MUSKOGEE","130 EAST SMITH FERRY ROAD",2010-04-14,35.696979,-95.374384
"18129","OKLAHOMA","MUSKOGEE","MUSKOGEE","1324 SUMMIT STREET",2009-11-26,35.757837,-95.349449
"18130","OKLAHOMA","MUSKOGEE","MUSKOGEE","1418 CHERRY ST",2004-03-03,35.759232,-95.351552
"18131","OKLAHOMA","MUSKOGEE","MUSKOGEE","1428 CHERRY STREET",2011-01-12,35.759398,-95.351549
"18132","OKLAHOMA","MUSKOGEE","MUSKOGEE","1430 POPLAR E SR",2000-09-26,35.747864,-95.369421
"18133","OKLAHOMA","MUSKOGEE","MUSKOGEE","1454 EAST POPULAR",2000-11-30,35.747864,-95.369421
"18134","OKLAHOMA","MUSKOGEE","MUSKOGEE","1508 CHERRY ST",2006-01-04,35.760788,-95.351563
"18135","OKLAHOMA","MUSKOGEE","MUSKOGEE","1510 ASH ST",2003-10-09,35.76145,-95.352666
"18136","OKLAHOMA","MUSKOGEE","MUSKOGEE","1510 BOSTON W ST",2006-08-03,35.753066,-95.387172
"18137","OKLAHOMA","MUSKOGEE","MUSKOGEE","1516 DENVER ST",2003-02-28,35.751186,-95.38829
"18138","OKLAHOMA","MUSKOGEE","MUSKOGEE","1516 DENVER W",2009-04-14,35.751186,-95.38829
"18139","OKLAHOMA","MUSKOGEE","MUSKOGEE","1522 CHERRY ST",2004-08-31,35.761034,-95.351565
"18140","OKLAHOMA","MUSKOGEE","MUSKOGEE","1527 10 E HWY",2000-01-09,35.747864,-95.369421
"18141","OKLAHOMA","MUSKOGEE","MUSKOGEE","1606 CHESTNUT ST",2003-05-15,35.762496,-95.347109
"18142","OKLAHOMA","MUSKOGEE","MUSKOGEE","1630 CENTER LN",2002-10-03,35.73152,-95.351464
"18143","OKLAHOMA","MUSKOGEE","MUSKOGEE","1706 SOUTH CHEROKEE STREET",2010-11-17,35.728862,-95.376006
"18144","OKLAHOMA","MUSKOGEE","MUSKOGEE","1708 SOUTH CHEROKEE STREET",2010-01-04,35.728656,-95.376004
"18145","OKLAHOMA","MUSKOGEE","MUSKOGEE","1814 FOX LN",2009-06-28,35.692496,-95.347568
"18146","OKLAHOMA","MUSKOGEE","MUSKOGEE","1821 NORTH YORK STREET 1",2010-08-07,35.76487,-95.340398
"18147","OKLAHOMA","MUSKOGEE","MUSKOGEE","1911 24 S ST",2004-10-17,35.747864,-95.369421
"18148","OKLAHOMA","MUSKOGEE","MUSKOGEE","1932 BALTIMORE AVE",2004-01-14,35.738143,-95.346403
"18149","OKLAHOMA","MUSKOGEE","MUSKOGEE","2000 BROCKWAY ST",2003-06-26,35.766408,-95.339563
"18150","OKLAHOMA","MUSKOGEE","MUSKOGEE","205 GOLF LANE",2011-09-22,35.747864,-95.369421
"18151","OKLAHOMA","MUSKOGEE","MUSKOGEE","2110 WEST BROADWAY STREET",2009-10-07,35.756041,-95.391187
"18152","OKLAHOMA","MUSKOGEE","MUSKOGEE","2120 HAYES STREET",2009-10-11,35.750032,-95.342989
"18153","OKLAHOMA","MUSKOGEE","MUSKOGEE","2129 EAST OKMULGEE AVENUE",2009-11-08,35.73866,-95.343839
"18154","OKLAHOMA","MUSKOGEE","MUSKOGEE","2129 FREDONIA",2009-05-06,35.746723,-95.34328
"18155","OKLAHOMA","MUSKOGEE","MUSKOGEE","214 GENEVA ST",2005-10-04,35.740441,-95.368823
"18156","OKLAHOMA","MUSKOGEE","MUSKOGEE","214 GENEVA STREET",2010-07-27,35.740441,-95.368823
"18157","OKLAHOMA","MUSKOGEE","MUSKOGEE","2200 ELMIRA STREET",2009-11-25,35.74577,-95.34103
"18158","OKLAHOMA","MUSKOGEE","MUSKOGEE","2203 WARD STREET",2010-09-08,35.766081,-95.341645
"18159","OKLAHOMA","MUSKOGEE","MUSKOGEE","2316 FREDONIA STREET",2011-03-10,35.74679,-95.337914
"18160","OKLAHOMA","MUSKOGEE","MUSKOGEE","2328 FREDONIA ST",2003-04-11,35.74679,-95.338275
"18161","OKLAHOMA","MUSKOGEE","MUSKOGEE","2401 CHICAGO ST STREET",2014-03-28,35.747864,-95.369421
"18162","OKLAHOMA","MUSKOGEE","MUSKOGEE","2417 CHEROKEE S",2002-07-02,35.719009,-95.375113
"18163","OKLAHOMA","MUSKOGEE","MUSKOGEE","2423 CAROLYN AVENUE",2011-01-14,35.747742,-95.393971
"18164","OKLAHOMA","MUSKOGEE","MUSKOGEE","2423 CAROLYN STREET",2010-06-24,35.747742,-95.393971
"18165","OKLAHOMA","MUSKOGEE","MUSKOGEE","2705 OKLAHOMA W ST",2004-11-23,35.757062,-95.397316
"18166","OKLAHOMA","MUSKOGEE","MUSKOGEE","2707 OKLAHOMA ST",2003-04-11,35.757062,-95.397338
"18167","OKLAHOMA","MUSKOGEE","MUSKOGEE","2821 WEST 39TH STREET",2009-06-12,35.702186,-95.398925
"18168","OKLAHOMA","MUSKOGEE","MUSKOGEE","2911 SOUTH YORK",2010-10-26,35.716474,-95.340325
"18169","OKLAHOMA","MUSKOGEE","MUSKOGEE","300 40TH N ST 411",2008-02-19,35.747864,-95.369421
"18170","OKLAHOMA","MUSKOGEE","MUSKOGEE","301 BALTIMORE STREET",2010-09-29,35.744865,-95.364093
"18171","OKLAHOMA","MUSKOGEE","MUSKOGEE","304 SEMINOLE S ST",2002-02-20,35.747864,-95.369421
"18172","OKLAHOMA","MUSKOGEE","MUSKOGEE","321 3RD S ST",2005-10-14,35.747864,-95.369421
"18173","OKLAHOMA","MUSKOGEE","MUSKOGEE","3231 CHEROKEE S ST 17",2006-09-12,35.747864,-95.369421
"18174","OKLAHOMA","MUSKOGEE","MUSKOGEE","325 NORTH 7TH STREET",2011-09-15,35.753211,-95.376348
"18175","OKLAHOMA","MUSKOGEE","MUSKOGEE","3504 FONDULAC STREET",2010-06-17,35.765834,-95.406397
"18176","OKLAHOMA","MUSKOGEE","MUSKOGEE","4014 WEST 73RD STREET",2011-09-25,35.653627,-95.398
"18177","OKLAHOMA","MUSKOGEE","MUSKOGEE","4027 OKLAHOMA",2006-01-17,35.756748,-95.412788
"18178","OKLAHOMA","MUSKOGEE","MUSKOGEE","403 AUGUSTA W ST",2004-08-31,35.732841,-95.38429
"18179","OKLAHOMA","MUSKOGEE","MUSKOGEE","4031 OKLAHOMA STREET",2011-01-22,35.756748,-95.412723
"18180","OKLAHOMA","MUSKOGEE","MUSKOGEE","4210 SOUTH WOODLAND ROAD",2010-01-17,35.70677,-95.251808
"18181","OKLAHOMA","MUSKOGEE","MUSKOGEE","4421 DENISON ST",2002-07-10,35.757654,-95.416469
"18182","OKLAHOMA","MUSKOGEE","MUSKOGEE","494 2 MILE N RD",2000-02-02,35.747864,-95.369421
"18183","OKLAHOMA","MUSKOGEE","MUSKOGEE","4941 EAST 103RD ST S STREET",2009-09-23,35.747864,-95.369421
"18184","OKLAHOMA","MUSKOGEE","MUSKOGEE","502 WEST SKELLY 708",2002-05-14,35.747864,-95.369421
"18185","OKLAHOMA","MUSKOGEE","MUSKOGEE","5103 WEST BROADWAY STREET 4",2010-12-08,35.755834,-95.425692
"18186","OKLAHOMA","MUSKOGEE","MUSKOGEE","512 GALVESTON STREET",2009-12-30,35.751444,-95.359779
"18187","OKLAHOMA","MUSKOGEE","MUSKOGEE","5207 DENISON STREET",2010-07-26,35.757672,-95.426494
"18188","OKLAHOMA","MUSKOGEE","MUSKOGEE","529 FRANKFORT",2011-01-22,35.739863,-95.36277
"18189","OKLAHOMA","MUSKOGEE","MUSKOGEE","540 HARRIS W RD",2004-02-28,35.784055,-95.369438
"18190","OKLAHOMA","MUSKOGEE","MUSKOGEE","603 DAYTON ST",2002-06-22,35.74826,-95.358763
"18191","OKLAHOMA","MUSKOGEE","MUSKOGEE","607 MARIETTA STREET",2010-01-20,35.734468,-95.384052
"18192","OKLAHOMA","MUSKOGEE","MUSKOGEE","628 SOUTH B STREET",2010-04-15,35.742194,-95.368272
"18193","OKLAHOMA","MUSKOGEE","MUSKOGEE","6301 OKLAHOMA",2009-11-17,35.757083,-95.393195
"18194","OKLAHOMA","MUSKOGEE","MUSKOGEE","709 K N ST",2002-10-03,35.748445,-95.349872
"18195","OKLAHOMA","MUSKOGEE","MUSKOGEE","712 DAYTON ST",2005-04-19,35.747891,-95.357103
"18196","OKLAHOMA","MUSKOGEE","MUSKOGEE","714 21ST S ST",2002-10-28,35.747864,-95.369421
"18197","OKLAHOMA","MUSKOGEE","MUSKOGEE","715 SHADY ST",2000-11-07,35.747864,-95.369421
"18198","OKLAHOMA","MUSKOGEE","MUSKOGEE","721 NORTH G STREET",2010-10-21,35.751349,-95.357707
"18199","OKLAHOMA","MUSKOGEE","MUSKOGEE","725 SOUTH S 24TH ST",2013-11-04,35.747864,-95.369421
"18200","OKLAHOMA","MUSKOGEE","MUSKOGEE","759 93RD SOUTH W ST",2004-04-14,35.747864,-95.369421
"18201","OKLAHOMA","MUSKOGEE","MUSKOGEE","808 CROMWELL ST",2003-11-03,35.761688,-95.328974
"18202","OKLAHOMA","MUSKOGEE","MUSKOGEE","808 HAMILTON STREET",2010-11-10,35.737266,-95.362268
"18203","OKLAHOMA","MUSKOGEE","MUSKOGEE","815 DENVER ST",2003-04-03,35.748262,-95.380031
"18204","OKLAHOMA","MUSKOGEE","MUSKOGEE","820 MISSOURI",2009-02-09,35.735181,-95.355286
"18205","OKLAHOMA","MUSKOGEE","MUSKOGEE","827 YORK S ST 9",2005-03-11,35.747864,-95.369421
"18206","OKLAHOMA","MUSKOGEE","MUSKOGEE","832 SOUTH F STREET",2010-07-17,35.735428,-95.366004
"18207","OKLAHOMA","MUSKOGEE","MUSKOGEE","8TH SOUTH COURT STREET",2010-05-31,35.747864,-95.369421
"18208","OKLAHOMA","MUSKOGEE","MUSKOGEE","910 OSAGE ST",2009-06-10,35.733565,-95.350568
"18209","OKLAHOMA","MUSKOGEE","MUSKOGEE","911 CHOCTAW STREET",2010-12-15,35.733556,-95.352982
"18210","OKLAHOMA","MUSKOGEE","MUSKOGEE","950 32ND S 205A",2002-12-20,35.747864,-95.369421
"18211","OKLAHOMA","MUSKOGEE","MUSKOGEE","952 32ND S ST 28",2004-04-15,35.747864,-95.369421
"18212","OKLAHOMA","MUSKOGEE","OKTAHA","1015 EASTSIDE BOULEVARD",2010-10-07,35.576291,-95.477939
"18213","OKLAHOMA","MUSKOGEE","OKTAHA","1611 WEST BROADWAY",2011-01-31,35.576291,-95.477939
"18214","OKLAHOMA","MUSKOGEE","OKTAHA","2121 NORTH MAIN STREET APT # 201",2009-11-11,35.573632,-95.479241
"18215","OKLAHOMA","MUSKOGEE","WARNER","1613 DORCHESTER STREET",2002-06-13,35.494626,-95.30646
"18216","OKLAHOMA","MUSKOGEE","WARNER","1613 ROCHESTER STREET",2010-06-15,35.494626,-95.30646
"18217","OKLAHOMA","MUSKOGEE","WARNER","519 SOUTH CREEK STREET",2010-10-06,35.494626,-95.30646
"18218","OKLAHOMA","MUSKOGEE","WEBBERS FALLS","109 WEST COMMERCIAL STREET",2012-02-08,35.510383,-95.130698
"18219","OKLAHOMA","MUSKOGEE","WEBBERS FALLS","1408 CALLAHAN STREET",2009-09-02,35.515208,-95.133612
"18220","OKLAHOMA","MUSKOGEE","WEBBERS FALLS","2420 ELGIN STREET",2010-02-25,35.515208,-95.133612
"18221","OKLAHOMA","NOBLE","GLENCOE","2016 DENVER STREET",2011-07-25,36.225619,-96.925702
"18222","OKLAHOMA","NOBLE","PERRY","414 JACKSON",2011-12-29,36.294537,-97.282073
"18223","OKLAHOMA","NOBLE","PERRY","9862 SOUTH 24TH WEST STREET",2004-08-17,36.289708,-97.285801
"18224","OKLAHOMA","NOBLE","RED ROCK","509 CEMETARY ROAD",2010-08-21,36.461636,-97.179845
"18225","OKLAHOMA","NOBLE","STILLWATER","303 5TH AVE",2011-03-09,36.116731,-97.062706
"18226","OKLAHOMA","NOBLE","STILLWATER","408 MILLARD STREET LOT 8",2004-01-05,36.110175,-97.05857
"18227","OKLAHOMA","NOWATA","DELAWARE","1300 64 HIGHWAY 6B",2010-05-09,36.778708,-95.642357
"18228","OKLAHOMA","OKFUSKEE","PADEN","104 ALVIN ROAD",2006-12-28,35.508843,-96.567755
"18229","OKLAHOMA","OKFUSKEE","WELEETKA","114 OSAGE STREET",2003-03-02,35.336359,-96.143119
"18230","OKLAHOMA","OKFUSKEE","WELEETKA","18605 DEER RIDGE LANE",2003-02-06,35.3354,-96.140557
"18231","OKLAHOMA","OKFUSKEE","WELEETKA","912 SEMINOLE W",2002-09-08,35.334565,-96.136725
"18232","OKLAHOMA","OKLAHOMA","ARCADIA","229 NORTH MAPLE",2004-09-02,35.662378,-97.325204
"18233","OKLAHOMA","OKLAHOMA","BETHANY","122 CHACTAW N",2004-09-11,35.507901,-97.635174
"18234","OKLAHOMA","OKLAHOMA","BETHANY","123 STANLEY",2000-12-15,35.507901,-97.635174
"18235","OKLAHOMA","OKLAHOMA","BETHANY","5010 RIVER N DR",2001-07-02,35.507901,-97.635174
"18236","OKLAHOMA","OKLAHOMA","CHOCTAW","13501 SOUTHEAST 29TH STREET 134",2012-11-01,35.435327,-97.289579
"18237","OKLAHOMA","OKLAHOMA","CHOCTAW","9800 SKY RIDGE",2002-03-20,35.493121,-97.272227
"18238","OKLAHOMA","OKLAHOMA","DEL CITY","2808 CLARK ST",2002-01-15,35.449705,-97.437765
"18239","OKLAHOMA","OKLAHOMA","DEL CITY","3108 CHOCTAW S RD",2001-10-09,35.449705,-97.437765
"18240","OKLAHOMA","OKLAHOMA","DEL CITY","4102 COUNCIL N 4",2001-08-17,35.449705,-97.437765
"18241","OKLAHOMA","OKLAHOMA","DEL CITY","4720 CHOCTAW S RD",2002-05-01,35.449705,-97.437765
"18242","OKLAHOMA","OKLAHOMA","DEL CITY","515 SOUTHEAST CREEK AVENUE",2000-02-27,35.449705,-97.437765
"18243","OKLAHOMA","OKLAHOMA","DEL CITY","5203 MUELLER",2001-03-08,35.449705,-97.437765
"18244","OKLAHOMA","OKLAHOMA","DEL CITY","6214 33RD NW ST C",2000-08-04,35.449705,-97.437765
"18245","OKLAHOMA","OKLAHOMA","DEL CITY","6607 32 NW",2001-03-31,35.449705,-97.437765
"18246","OKLAHOMA","OKLAHOMA","DEL CITY","6706 24TH NW ST",2001-03-28,35.449705,-97.437765
"18247","OKLAHOMA","OKLAHOMA","DEL CITY","7223 45TH NW ST",2001-07-03,35.449705,-97.437765
"18248","OKLAHOMA","OKLAHOMA","EDMOND","1305 MALLARD DR",2004-12-21,35.663044,-97.500281
"18249","OKLAHOMA","OKLAHOMA","EDMOND","3029 DEL RANCHO",2004-01-23,35.65314,-97.481511
"18250","OKLAHOMA","OKLAHOMA","EDMOND","4208 28TH SE ST",2006-05-31,35.65314,-97.481511
"18251","OKLAHOMA","OKLAHOMA","EDMOND","4304 VICKIE S",2001-01-24,35.65314,-97.481511
"18252","OKLAHOMA","OKLAHOMA","EDMOND","4415 1/2 RENO E",2004-07-09,35.65314,-97.481511
"18253","OKLAHOMA","OKLAHOMA","EDMOND","4748 26TH SE ST",2004-09-01,35.65314,-97.481511
"18254","OKLAHOMA","OKLAHOMA","EDMOND","721 SOONER S RD",2000-12-28,35.65314,-97.481511
"18255","OKLAHOMA","OKLAHOMA","HARRAH","1412 PADDOCK",2006-02-04,35.488686,-97.162637
"18256","OKLAHOMA","OKLAHOMA","HARRAH","21 EASTBROOK DR",2002-03-15,35.488686,-97.162637
"18257","OKLAHOMA","OKLAHOMA","HARRAH","3912 LAMAR",2001-05-17,35.488686,-97.162637
"18258","OKLAHOMA","OKLAHOMA","HARRAH","4409 SYCAMORE LN",2002-04-28,35.488686,-97.162637
"18259","OKLAHOMA","OKLAHOMA","HARRAH","4773 26 SE ST",2001-01-12,35.488686,-97.162637
"18260","OKLAHOMA","OKLAHOMA","LUTHER","1202 BLACKWELDER N",2006-03-10,35.662196,-97.194648
"18261","OKLAHOMA","OKLAHOMA","LUTHER","14 WOODLAND W DR",2001-07-11,35.662196,-97.194648
"18262","OKLAHOMA","OKLAHOMA","LUTHER","601 VISTA LANE S 80",2000-10-14,35.662196,-97.194648
"18263","OKLAHOMA","OKLAHOMA","MIDWEST CITY","10101 BLANCHE LN",2000-01-12,35.463984,-97.388554
"18264","OKLAHOMA","OKLAHOMA","MIDWEST CITY","10611 LE JEAN DR",2004-05-28,35.458405,-97.341846
"18265","OKLAHOMA","OKLAHOMA","MIDWEST CITY","1237 PEBBLY N RD",2000-08-09,35.463984,-97.388554
"18266","OKLAHOMA","OKLAHOMA","MIDWEST CITY","1317 AVERY",2002-03-21,35.453153,-97.348909
"18267","OKLAHOMA","OKLAHOMA","MIDWEST CITY","13925 HARRAH N RD",2001-08-18,35.463984,-97.388554
"18268","OKLAHOMA","OKLAHOMA","MIDWEST CITY","1400 CHRISTINE DR",2002-08-22,35.482611,-97.359793
"18269","OKLAHOMA","OKLAHOMA","MIDWEST CITY","1419 MIDWEST N BLVD 135",2002-10-19,35.463984,-97.388554
"18270","OKLAHOMA","OKLAHOMA","MIDWEST CITY","17501 HOGBACK N RD",2001-09-25,35.463984,-97.388554
"18271","OKLAHOMA","OKLAHOMA","MIDWEST CITY","19 LIBERTY LANE",2000-09-26,35.44018,-97.422158
"18272","OKLAHOMA","OKLAHOMA","MIDWEST CITY","19796 NORTHEAST 23RD",2001-07-10,35.442948,-97.349794
"18273","OKLAHOMA","OKLAHOMA","MIDWEST CITY","2009 CREEKRIDGE DR",2004-02-09,35.463984,-97.388554
"18274","OKLAHOMA","OKLAHOMA","MIDWEST CITY","21420 BOWMAN RD",2002-03-12,35.463984,-97.388554
"18275","OKLAHOMA","OKLAHOMA","MIDWEST CITY","225 EAST EDWARDS STREET",2000-07-09,35.463984,-97.388554
"18276","OKLAHOMA","OKLAHOMA","MIDWEST CITY","23901 LYNN LN",2001-07-01,35.463984,-97.388554
"18277","OKLAHOMA","OKLAHOMA","MIDWEST CITY","327 CAMPBELL W DR",2002-07-21,35.481212,-97.401386
"18278","OKLAHOMA","OKLAHOMA","MIDWEST CITY","605 FOSTER PL",2003-04-09,35.44302,-97.410254
"18279","OKLAHOMA","OKLAHOMA","MIDWEST CITY","713 PALMER DR",2003-06-16,35.442899,-97.387328
"18280","OKLAHOMA","OKLAHOMA","MIDWEST CITY","8819 WINDY HOLLOW DR 41",2003-02-19,35.477064,-97.374713
"18281","OKLAHOMA","OKLAHOMA","MIDWEST CITY","902 ROSE E",2003-04-25,35.456308,-97.381513
"18282","OKLAHOMA","OKLAHOMA","MIDWEST CITY","929 LOCUST N LN",2002-11-13,35.463984,-97.388554
"18283","OKLAHOMA","OKLAHOMA","NEWALLA","601 DOUGLAS N BLVD",2001-04-30,36.610233,-95.48707
"18284","OKLAHOMA","OKLAHOMA","NICOMA PARK","3804 SHADYWOOD N DR 105",2001-08-06,35.493067,-97.324831
"18285","OKLAHOMA","OKLAHOMA","OKLAHOMA CITY","1001 32ND SW",2009-05-11,35.431608,-97.532626
"18286","OKLAHOMA","OKLAHOMA","OKLAHOMA CITY","10017 BROOK MILL CT",2003-05-03,35.367879,-97.547038
"18287","OKLAHOMA","OKLAHOMA","OKLAHOMA CITY","10017 BROOKMILL CT",2003-02-01,35.367879,-97.547038
"18288","OKLAHOMA","OKLAHOMA","OKLAHOMA CITY","1020 50TH SW ST",2003-06-17,35.468494,-97.521264
"18289","OKLAHOMA","OKLAHOMA","OKLAHOMA CITY","1027 66 SW ST",2001-05-19,35.468494,-97.521264
"18290","OKLAHOMA","OKLAHOMA","OKLAHOMA CITY","103 22 SW ST",2004-04-13,35.468494,-97.521264
"18291","OKLAHOMA","OKLAHOMA","OKLAHOMA CITY","104 ROSE E DR",2000-03-06,35.456283,-97.400648
"18292","OKLAHOMA","OKLAHOMA","OKLAHOMA CITY","105 44TH SW",2003-07-05,35.42083,-97.51615
"18293","OKLAHOMA","OKLAHOMA","OKLAHOMA CITY","107 74TH SW ST A",2003-02-24,35.468494,-97.521264
"18294","OKLAHOMA","OKLAHOMA","OKLAHOMA CITY","10900 POWELL RD",2000-11-10,35.359085,-97.320123
"18295","OKLAHOMA","OKLAHOMA","OKLAHOMA CITY","10900 POWELL RD",2001-05-14,35.359085,-97.320123
"18296","OKLAHOMA","OKLAHOMA","OKLAHOMA CITY","10925 FOUNTAIN BLVD",2003-03-18,35.358002,-97.55462
"18297","OKLAHOMA","OKLAHOMA","OKLAHOMA CITY","110 LISA LN",2000-03-07,35.454277,-97.429995
"18298","OKLAHOMA","OKLAHOMA","OKLAHOMA CITY","11010 MAY N AVE 234",2001-03-13,35.468494,-97.521264
"18299","OKLAHOMA","OKLAHOMA","OKLAHOMA CITY","1103 CAROL N LN C",2002-05-23,35.468494,-97.521264
"18300","OKLAHOMA","OKLAHOMA","OKLAHOMA CITY","1115 9 NW",2002-02-27,35.477809,-97.53029
"18301","OKLAHOMA","OKLAHOMA","OKLAHOMA CITY","1115 YOUNGS N BLVD",2000-07-12,35.468494,-97.521264
"18302","OKLAHOMA","OKLAHOMA","OKLAHOMA CITY","1118 INDIANA N AVE B",2002-02-21,35.468494,-97.521264
"18303","OKLAHOMA","OKLAHOMA","OKLAHOMA CITY","11239 PENNSYLVANIA N AVE 1010",2000-11-18,35.468494,-97.521264
